<amplicon ID>	<chr>	<Base position start/CpG start>	<Base position end/CpG end>	<Methylation pattern>	<count>	<raw cpg sites>		SumCounts	SumDiversity
DAPK1_i1_124	chr9	90113593	90113664	01111-00	1	"((90113593, 0), (90113612, 1), (90113618, 1), (90113638, 1), (90113645, 1), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	1111000	2	"((90113593, 0), (90113612, 1), (90113618, 1), (90113638, 1), (90113645, 1), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	1111100	33	"((90113593, 0), (90113612, 1), (90113618, 1), (90113638, 1), (90113645, 1), (90113655, 1), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10-00110	1	"((90113593, 1), (90113612, 0), (90113638, 0), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10-10110	1	"((90113593, 1), (90113612, 0), (90113638, 1), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	100--000	1	"((90113593, 1), (90113612, 0), (90113618, 0), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	100--010	1	"((90113593, 1), (90113612, 0), (90113618, 0), (90113655, 0), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	100-0-11	1	"((90113593, 1), (90113612, 0), (90113618, 0), (90113645, 0), (90113658, 1), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	100-0110	1	"((90113593, 1), (90113612, 0), (90113618, 0), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	100-0111	1	"((90113593, 1), (90113612, 0), (90113618, 0), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	1000-000	1	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 0), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10000-00	3	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 0), (90113645, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10000-01	1	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 0), (90113645, 0), (90113658, 0), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10000-10	2	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 0), (90113645, 0), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10000000	78	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 0), (90113645, 0), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10000001	33	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 0), (90113645, 0), (90113655, 0), (90113658, 0), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10000010	28	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 0), (90113645, 0), (90113655, 0), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10000011	1	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 0), (90113645, 0), (90113655, 0), (90113658, 1), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10000100	78	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 0), (90113645, 0), (90113655, 1), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10000101	4	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 0), (90113645, 0), (90113655, 1), (90113658, 0), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10000110	13	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 0), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10000111	15	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 0), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10001000	42	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 0), (90113645, 1), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	1001--10	1	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	1001-110	1	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113655, 1), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10010-10	6	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113645, 0), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10010-11	2	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113645, 0), (90113658, 1), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10010000	26	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113645, 0), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10010001	11	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113645, 0), (90113655, 0), (90113658, 0), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10010010	2	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113645, 0), (90113655, 0), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10010011	1	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113645, 0), (90113655, 0), (90113658, 1), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10010100	8	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113645, 0), (90113655, 1), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10010110	88	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10010111	122	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10011000	23	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113645, 1), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10011010	15	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113645, 1), (90113655, 0), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10011110	31	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113645, 1), (90113655, 1), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10011111	2	"((90113593, 1), (90113612, 0), (90113618, 0), (90113638, 1), (90113645, 1), (90113655, 1), (90113658, 1), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10100001	5	"((90113593, 1), (90113612, 0), (90113618, 1), (90113638, 0), (90113645, 0), (90113655, 0), (90113658, 0), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10100010	1	"((90113593, 1), (90113612, 0), (90113618, 1), (90113638, 0), (90113645, 0), (90113655, 0), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10110000	1	"((90113593, 1), (90113612, 0), (90113618, 1), (90113638, 1), (90113645, 0), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10110010	8	"((90113593, 1), (90113612, 0), (90113618, 1), (90113638, 1), (90113645, 0), (90113655, 0), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10110111	1	"((90113593, 1), (90113612, 0), (90113618, 1), (90113638, 1), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	10111000	2	"((90113593, 1), (90113612, 0), (90113618, 1), (90113638, 1), (90113645, 1), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	110-0000	2	"((90113593, 1), (90113612, 1), (90113618, 0), (90113645, 0), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11000-10	1	"((90113593, 1), (90113612, 1), (90113618, 0), (90113638, 0), (90113645, 0), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11000000	4	"((90113593, 1), (90113612, 1), (90113618, 0), (90113638, 0), (90113645, 0), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11000001	3	"((90113593, 1), (90113612, 1), (90113618, 0), (90113638, 0), (90113645, 0), (90113655, 0), (90113658, 0), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11000100	2	"((90113593, 1), (90113612, 1), (90113618, 0), (90113638, 0), (90113645, 0), (90113655, 1), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11000110	27	"((90113593, 1), (90113612, 1), (90113618, 0), (90113638, 0), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11001000	1	"((90113593, 1), (90113612, 1), (90113618, 0), (90113638, 0), (90113645, 1), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11010000	48	"((90113593, 1), (90113612, 1), (90113618, 0), (90113638, 1), (90113645, 0), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11010010	2	"((90113593, 1), (90113612, 1), (90113618, 0), (90113638, 1), (90113645, 0), (90113655, 0), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11010110	8	"((90113593, 1), (90113612, 1), (90113618, 0), (90113638, 1), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11010111	15	"((90113593, 1), (90113612, 1), (90113618, 0), (90113638, 1), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11011110	12	"((90113593, 1), (90113612, 1), (90113618, 0), (90113638, 1), (90113645, 1), (90113655, 1), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11100000	2	"((90113593, 1), (90113612, 1), (90113618, 1), (90113638, 0), (90113645, 0), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11100010	1	"((90113593, 1), (90113612, 1), (90113618, 1), (90113638, 0), (90113645, 0), (90113655, 0), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11100100	1	"((90113593, 1), (90113612, 1), (90113618, 1), (90113638, 0), (90113645, 0), (90113655, 1), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11100111	1	"((90113593, 1), (90113612, 1), (90113618, 1), (90113638, 0), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11101000	1	"((90113593, 1), (90113612, 1), (90113618, 1), (90113638, 0), (90113645, 1), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11110-10	1	"((90113593, 1), (90113612, 1), (90113618, 1), (90113638, 1), (90113645, 0), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11110000	2	"((90113593, 1), (90113612, 1), (90113618, 1), (90113638, 1), (90113645, 0), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11110010	88	"((90113593, 1), (90113612, 1), (90113618, 1), (90113638, 1), (90113645, 0), (90113655, 0), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11110110	2	"((90113593, 1), (90113612, 1), (90113618, 1), (90113638, 1), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11110111	5	"((90113593, 1), (90113612, 1), (90113618, 1), (90113638, 1), (90113645, 0), (90113655, 1), (90113658, 1), (90113664, 1))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11111000	1	"((90113593, 1), (90113612, 1), (90113618, 1), (90113638, 1), (90113645, 1), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11111010	1	"((90113593, 1), (90113612, 1), (90113618, 1), (90113638, 1), (90113645, 1), (90113655, 0), (90113658, 1), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113593	90113664	11111100	2	"((90113593, 1), (90113612, 1), (90113618, 1), (90113638, 1), (90113645, 1), (90113655, 1), (90113658, 0), (90113664, 0))"	1		
DAPK1_i1_124	chr9	90113612	90113664	-10000	3	"((90113612, 0), (90113618, 0), (90113638, 1), (90113645, 0), (90113655, 0), (90113658, 0), (90113664, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112861	00000000-	1	"((90112806, 0), (90112811, 0), (90112819, 0), (90112822, 0), (90112840, 0), (90112842, 0), (90112853, 0), (90112861, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	0	248	"((90112806, 0), (90112811, 0), (90112819, 0), (90112822, 0), (90112840, 0), (90112842, 0), (90112853, 0), (90112861, 0), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	1	3	"((90112806, 0), (90112811, 0), (90112819, 0), (90112822, 0), (90112840, 0), (90112842, 0), (90112853, 0), (90112861, 0), (90112866, 1))"	1		
DAPK1_p1_106	chr9	90112806	90112866	10	9	"((90112806, 0), (90112811, 0), (90112819, 0), (90112822, 0), (90112840, 0), (90112842, 0), (90112853, 0), (90112861, 1), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	11	2	"((90112806, 0), (90112811, 0), (90112819, 0), (90112822, 0), (90112840, 0), (90112842, 0), (90112853, 0), (90112861, 1), (90112866, 1))"	1		
DAPK1_p1_106	chr9	90112806	90112866	1000	35	"((90112806, 0), (90112811, 0), (90112819, 0), (90112822, 0), (90112840, 0), (90112842, 1), (90112853, 0), (90112861, 0), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	10000	9	"((90112806, 0), (90112811, 0), (90112819, 0), (90112822, 0), (90112840, 1), (90112842, 0), (90112853, 0), (90112861, 0), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	11000	15	"((90112806, 0), (90112811, 0), (90112819, 0), (90112822, 0), (90112840, 1), (90112842, 1), (90112853, 0), (90112861, 0), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	100000	16	"((90112806, 0), (90112811, 0), (90112819, 0), (90112822, 1), (90112840, 0), (90112842, 0), (90112853, 0), (90112861, 0), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	1000000	27	"((90112806, 0), (90112811, 0), (90112819, 1), (90112822, 0), (90112840, 0), (90112842, 0), (90112853, 0), (90112861, 0), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	1001000	4	"((90112806, 0), (90112811, 0), (90112819, 1), (90112822, 0), (90112840, 0), (90112842, 1), (90112853, 0), (90112861, 0), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	10000000	2	"((90112806, 0), (90112811, 1), (90112819, 0), (90112822, 0), (90112840, 0), (90112842, 0), (90112853, 0), (90112861, 0), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	10001000	2	"((90112806, 0), (90112811, 1), (90112819, 0), (90112822, 0), (90112840, 0), (90112842, 1), (90112853, 0), (90112861, 0), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	10010100	4	"((90112806, 0), (90112811, 1), (90112819, 0), (90112822, 0), (90112840, 1), (90112842, 0), (90112853, 1), (90112861, 0), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	10010110	1	"((90112806, 0), (90112811, 1), (90112819, 0), (90112822, 0), (90112840, 1), (90112842, 0), (90112853, 1), (90112861, 1), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	100000000	10	"((90112806, 1), (90112811, 0), (90112819, 0), (90112822, 0), (90112840, 0), (90112842, 0), (90112853, 0), (90112861, 0), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	100000010	5	"((90112806, 1), (90112811, 0), (90112819, 0), (90112822, 0), (90112840, 0), (90112842, 0), (90112853, 0), (90112861, 1), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	110100000	2	"((90112806, 1), (90112811, 1), (90112819, 0), (90112822, 1), (90112840, 0), (90112842, 0), (90112853, 0), (90112861, 0), (90112866, 0))"	1		
DAPK1_p1_106	chr9	90112806	90112866	111000000	4	"((90112806, 1), (90112811, 1), (90112819, 1), (90112822, 0), (90112840, 0), (90112842, 0), (90112853, 0), (90112861, 0), (90112866, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113108	00000000000-	1	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	00-000000-00	1	"((90113016, 0), (90113020, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	00-000000000	1	"((90113016, 0), (90113020, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	00000-000000	1	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	000000-0-000	1	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113065, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	000000-00000	2	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	0000000-0000	3	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	0000000-0010	2	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113092, 0), (90113094, 0), (90113108, 1), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	00000000-000	3	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	00000000-010	3	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113094, 0), (90113108, 1), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	000000000-00	5	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	0	2262	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1	24	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 1))"	1		
DAPK1_p2_155	chr9	90113016	90113120	10	41	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 1), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	100	157	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	101	2	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 0), (90113120, 1))"	1		
DAPK1_p2_155	chr9	90113016	90113120	110	2	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1000	25	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1010	165	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 1), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	10000	32	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	10010	1	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 0), (90113108, 1), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	11010	4	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 0), (90113108, 1), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	000000100-00	1	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	100000	3	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1000000	32	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1000001	1	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 1))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1000100	2	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1001010	1	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 1), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	0000100-0000	1	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	00001000-000	1	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	10000000	80	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	10000100	10	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	10001000	2	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	100000000	32	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	100000100	2	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	100001010	3	"((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 1), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 1), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1000000000	11	"((90113016, 0), (90113020, 0), (90113036, 1), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1000000001	1	"((90113016, 0), (90113020, 0), (90113036, 1), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 1))"	1		
DAPK1_p2_155	chr9	90113016	90113120	1000001000	1	"((90113016, 0), (90113020, 0), (90113036, 1), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
DAPK1_p2_155	chr9	90113016	90113120	10000000000	3	"((90113016, 0), (90113020, 1), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))"	1		
