<amplicon ID>	<chr>	<Base position start/CpG start>	<Base position end/CpG end>	<Methylation pattern>	<count>	<raw cpg sites>
DAPK1_p2_155	chr9	90113016	90113120	000000000-00	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000000-01	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000000-10	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000000000	35	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000000001	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000000010	9	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000000011	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000000110	75	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000000111	6	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000001-0-	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113108, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000001-1-	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113108, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000001-10	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000001-11	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000001000	30	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000001001	5	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000001010	7	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000001011	3	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	0000000011-1	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000001100	40	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000001101	10	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000001110	241	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000001111	78	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	00000001-000	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113094, 0), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000010101	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000010110	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000010111	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000011-0-	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113108, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000011-1-	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113108, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000011-10	4	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000011011	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 0), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	00000001110-	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000011100	9	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000011101	13	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000011110	93	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000011111	11	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	0000001-1111	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000100010	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000101100	20	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000101110	8	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000101111	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	00000011-110	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	00000011-111	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000110110	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000110111	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000111-11	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000111000	5	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 0), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000111011	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 0), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	0000001111-0	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000111100	37	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000111101	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000000111110	50	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000000111111	144	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000001000000	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000001001-10	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 0), (90113092, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000001001110	5	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000001010001	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000001010110	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000001011-1-	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 1), (90113092, 1), (90113108, 1))
DAPK1_p2_155	chr9	90113016	90113120	000001011100	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000001011110	5	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000001011111	42	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	0000011-1101	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000001100010	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 1), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000001101110	5	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000001101111	6	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000001111000	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 0), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000001111110	16	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000001111111	25	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 0), (90113055, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	00001-111110	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	0000100---11	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	0000100-1110	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010000000	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010000010	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010000011	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000010000110	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010001-10	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010001011	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 0), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000010001100	3	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010001110	7	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010001111	4	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	00001001---0	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	00001001-110	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010010011	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 0), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000010010110	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010010111	11	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000010011-0-	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113108, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010011-10	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	0000100111-0	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010011100	12	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010011101	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000010011110	214	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010011111	34	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	0000101-0000	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010100110	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010101100	33	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010101101	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000010101110	4	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010101111	4	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000010110110	3	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010111-10	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010111100	47	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010111101	2	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	00001011111-	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1))
DAPK1_p2_155	chr9	90113016	90113120	000010111110	27	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000010111111	12	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 0), (90113062, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000011-11100	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000011000110	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 0), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000011011111	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 0), (90113065, 1), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000011100000	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 0), (90113092, 0), (90113094, 0), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000011100111	1	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 0), (90113092, 0), (90113094, 1), (90113108, 1), (90113120, 1))
DAPK1_p2_155	chr9	90113016	90113120	000011101100	10	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 0), (90113120, 0))
DAPK1_p2_155	chr9	90113016	90113120	000011101110	5	((90113016, 0), (90113020, 0), (90113036, 0), (90113038, 0), (90113046, 1), (90113055, 1), (90113062, 1), (90113065, 0), (90113092, 1), (90113094, 1), (90113108, 1), (90113120, 0))
